iter	Passed	Remaining
4767	748519	36421
4768	748675	36264
4769	748834	36107
4770	748992	35950
4771	749149	35793
4772	749306	35636
4773	749464	35479
4774	749620	35322
4775	749776	35165
4776	749931	35008
4777	750087	34851
4778	750247	34694
4779	750406	34537
4780	750587	34381
4781	750749	34224
4782	750900	34067
4783	751056	33910
4784	751211	33753
4785	751371	33596
4786	751525	33439
4787	751685	33282
4788	751838	33125
4789	751994	32968
4790	752152	32811
4791	752313	32654
4792	752470	32497
4793	752629	32340
4794	752791	32183
4795	752947	32026
4796	753105	31870
4797	753266	31713
4798	753427	31556
4799	753585	31399
4800	753744	31242
4801	753901	31085
4802	754061	30928
4803	754213	30771
4804	754369	30614
4805	754527	30457
4806	754694	30300
4807	754848	30143
4808	755003	29986
4809	755155	29829
4810	755312	29672
4811	755468	29515
4812	755626	29358
4813	755785	29201
4814	755946	29044
4815	756108	28887
4816	756272	28731
4817	756425	28573
4818	756580	28416
4819	756741	28260
4820	756899	28103
4821	757060	27946
4822	757224	27789
4823	757379	27632
4824	757535	27475
4825	757693	27318
4826	757854	27161
4827	758017	27004
4828	758187	26848
4829	758369	26692
4830	758392	26530
4831	758560	26373
4832	758597	26212
4833	758757	26055
4834	758915	25898
4835	759072	25741
4836	759232	25585
4837	759390	25428
4838	759551	25271
4839	759578	25110
4840	759735	24953
4841	759893	24796
4842	760053	24639
4843	760212	24482
4844	760369	24325
4845	760531	24168
4846	760701	24012
4847	760853	23855
4848	761008	23698
4849	761166	23541
4850	761323	23384
4851	761482	23227
4852	761639	23070
4853	761794	22913
4854	761946	22756
4855	762103	22599
4856	762259	22442
4857	762413	22285
4858	762619	22129
4859	762786	21973
4860	762995	21817
4861	763181	21661
4862	763357	21505
4863	763514	21348
4864	763672	21191
4865	763831	21034
4866	763996	20877
4867	764155	20720
4868	764309	20563
4869	764465	20406
4870	764622	20249
4871	764784	20092
4872	764804	19932
4873	764963	19775
4874	765130	19618
4875	765287	19461
4876	765442	19304
4877	765601	19147
4878	765761	18991
4879	765920	18834
4880	766079	18677
4881	766242	18520
4882	766394	18363
4883	766551	18206
4884	766722	18049
4885	766873	17892
4886	767030	17735
4887	767191	17578
4888	767387	17422
4889	767556	17266
4890	767745	17109
4891	767945	16953
4892	768100	16796
4893	768261	16639
4894	768415	16482
4895	768579	16326
4896	768734	16169
4897	768892	16012
4898	769046	15855
4899	769202	15698
4900	769358	15541
4901	769512	15383
4902	769669	15226
4903	769823	15069
4904	769979	14912
4905	770138	14756
4906	770291	14598
4907	770447	14441
4908	770598	14284
4909	770770	14128
4910	770929	13971
4911	771087	13814
4912	771246	13657
4913	771402	13500
4914	771563	13343
4915	771722	13186
4916	771883	13029
4917	772047	12872
4918	772206	12715
4919	772367	12558
4920	772527	12401
4921	772685	12244
4922	772844	12087
4923	773002	11930
4924	773160	11774
4925	773314	11616
4926	773474	11460
4927	773632	11303
4928	773786	11146
4929	773937	10988
4930	774104	10832
4931	774269	10675
4932	774431	10518
4933	774589	10361
4934	774753	10204
4935	774907	10047
4936	775061	9890
4937	775217	9733
4938	775375	9576
4939	775528	9419
4940	775686	9262
4941	775844	9105
4942	776001	8948
4943	776161	8791
4944	776321	8634
4945	776484	8477
4946	776640	8320
4947	776799	8163
4948	776959	8006
4949	777117	7849
4950	777278	7692
4951	777436	7535
4952	777597	7378
4953	777752	7221
4954	777911	7064
4955	778067	6907
4956	778232	6750
4957	778396	6593
4958	778589	6437
4959	778754	6280
4960	778912	6123
4961	779068	5966
4962	779227	5809
4963	779382	5652
4964	779542	5495
4965	779701	5338
4966	779857	5181
4967	780008	5024
4968	780164	4867
4969	780321	4710
4970	780479	4553
4971	780502	4395
4972	780662	4238
4973	780824	4081
4974	780979	3924
4975	781132	3767
4976	781291	3610
4977	781451	3453
4978	781610	3296
4979	781766	3139
4980	781927	2982
4981	782083	2825
4982	782240	2668
4983	782399	2511
4984	782553	2354
4985	782712	2197
4986	782874	2040
4987	783036	1883
4988	783205	1726
4989	783361	1569
4990	783517	1412
4991	783676	1255
4992	783837	1098
4993	783994	941
4994	784151	784
4995	784310	627
4996	784465	470
4997	784621	313
4998	784779	156
4999	784937	0
